model,image_id,region,income_quintile,ground_truth,predicted,error_type,sem_similarity,ctx_similarity,confidence,raw_response
qwen_vl,5d4be671cf0b3a0f3f343af5,af,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be672cf0b3a0f3f343b05,af,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be234cf0b3a0f3f33c50f,af,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be00fcf0b3a0f3f338a18,af,Q5,bathroom/toilet,bathroom sink,correct,0.6264,0.6745,,Bathroom sink
qwen_vl,5d4be61fcf0b3a0f3f343195,af,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4fa47f0611d7ddd741e76,af,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bea9fcf0b3a0f3f34ac70,as,Q1,bathroom/toilet,weeds,misclassification,0.2768,0.5134,,Weeds
qwen_vl,5d4be75bcf0b3a0f3f3454da,as,Q1,bathroom/toilet,shack,misclassification,0.369,0.5047,,Shack
qwen_vl,5d4beed4cf0b3a0f3f3521ce,as,Q1,bathroom/toilet,hut,misclassification,0.3127,0.5712,,Hut
qwen_vl,5d4be6f3cf0b3a0f3f3449d8,as,Q1,bathroom/toilet,shelter,misclassification,0.2462,0.5208,,Shelter
qwen_vl,5d4bea80cf0b3a0f3f34a8c0,as,Q1,bathroom/toilet,overgrown vegetation,misclassification,0.1275,0.5006,,Overgrown vegetation
qwen_vl,5d4beeddcf0b3a0f3f3522e4,as,Q1,bathroom/toilet,hut,misclassification,0.3127,0.5712,,Hut
qwen_vl,5d4bf2cdcf0b3a0f3f358eec,as,Q1,bathroom/toilet,tent interior,misclassification,0.1962,0.5558,,Tent interior
qwen_vl,5d4be756cf0b3a0f3f34542e,as,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4beaf2cf0b3a0f3f34b642,as,Q1,bathroom/toilet,palm tree,misclassification,0.1417,0.5006,,Palm tree
qwen_vl,5d4be7b6cf0b3a0f3f345f16,as,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be7b5cf0b3a0f3f345ef8,as,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be796cf0b3a0f3f345b86,as,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4beb0dcf0b3a0f3f34b972,as,Q1,bathroom/toilet,abandoned yard,misclassification,0.2039,0.5009,,Abandoned yard
qwen_vl,5d4be763cf0b3a0f3f3455a0,as,Q1,bathroom/toilet,grass,misclassification,0.327,0.5006,,Grass
qwen_vl,5d4bef6acf0b3a0f3f353346,as,Q1,bathroom/toilet,pathway in a garden,misclassification,0.2374,0.5006,,Pathway in a garden
qwen_vl,5d4be7a2cf0b3a0f3f345ccc,as,Q1,bathroom/toilet,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4beeadcf0b3a0f3f351d6c,as,Q1,bathroom/toilet,flooded room,misclassification,0.4006,0.5529,,Flooded room
qwen_vl,5d4beec9cf0b3a0f3f352080,as,Q1,bathroom/toilet,toilet in a tropical setting,correct,0.6296,0.5893,,Toilet in a tropical setting
qwen_vl,5d4be79ccf0b3a0f3f345c36,as,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be6eacf0b3a0f3f3448ca,as,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bf160cf0b3a0f3f35669a,as,Q1,bathroom/toilet,well,misclassification,0.2193,0.5623,,Well
qwen_vl,5d4bf2d3cf0b3a0f3f358fa6,as,Q1,bathroom/toilet,dirty kitchen,misclassification,0.433,0.5174,,Dirty kitchen
qwen_vl,5d4bef52cf0b3a0f3f353086,as,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bec75cf0b3a0f3f34df86,as,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be789cf0b3a0f3f3459f0,as,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bef5dcf0b3a0f3f3531d2,as,Q1,bathroom/toilet,compost bin,misclassification,0.2317,0.5067,,Compost bin
qwen_vl,5f64b28ee2dc7f404e61d3bb,as,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bea1ecf0b3a0f3f349d58,as,Q1,bathroom/toilet,bamboo structure,misclassification,0.111,0.5221,,Bamboo structure
qwen_vl,5d4be745cf0b3a0f3f345252,as,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bef7dcf0b3a0f3f353586,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be782cf0b3a0f3f34592c,as,Q2,bathroom/toilet,rock by a stream,misclassification,0.1678,0.502,,Rock by a stream
qwen_vl,5d4bdf0dcf0b3a0f3f33707d,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bee71cf0b3a0f3f351664,as,Q2,bathroom/toilet,shack interior,misclassification,0.3104,0.5173,,Shack interior
qwen_vl,5d4beaaacf0b3a0f3f34adc0,as,Q2,bathroom/toilet,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4beea8cf0b3a0f3f351cc2,as,Q2,bathroom/toilet,bamboo plants,misclassification,0.1009,0.5006,,Bamboo plants
qwen_vl,5d4be792cf0b3a0f3f345af8,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bedd5cf0b3a0f3f35057c,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4beed0cf0b3a0f3f352158,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be74ecf0b3a0f3f345358,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4beebbcf0b3a0f3f351ef4,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bf2c7cf0b3a0f3f358e30,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bef70cf0b3a0f3f353404,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5ec4f829f0611d7ddd740c66,as,Q2,bathroom/toilet,polluted area,misclassification,0.2385,0.5079,,Polluted area
qwen_vl,5d4bf158cf0b3a0f3f3565cc,as,Q2,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bf13ccf0b3a0f3f356352,as,Q2,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bea61cf0b3a0f3f34a512,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4beea1cf0b3a0f3f351bf2,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bdf19cf0b3a0f3f3371c9,as,Q2,bathroom/toilet,sink,correct,0.5025,0.5336,,Sink
qwen_vl,5d4be781cf0b3a0f3f34590a,as,Q2,bathroom/toilet,shed,misclassification,0.2204,0.5338,,Shed
qwen_vl,5d4bed0bcf0b3a0f3f34ee82,as,Q2,bathroom/toilet,abstention,abstention,0.0,0.0,,Unknown
qwen_vl,5d4beeb5cf0b3a0f3f351e34,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bed15cf0b3a0f3f34ef96,as,Q2,bathroom/toilet,shelter made of wood and fabric in a forested area,misclassification,0.0383,0.5029,,Shelter made of wood and fabric in a forested area.
qwen_vl,5d4bf198cf0b3a0f3f356c76,as,Q2,bathroom/toilet,tent,misclassification,0.2363,0.5509,,Tent
qwen_vl,5d4be9a9cf0b3a0f3f349096,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5ec4f8eaf0611d7ddd7412ed,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bee7acf0b3a0f3f35177c,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bed00cf0b3a0f3f34ed7e,as,Q2,bathroom/toilet,shack interior,misclassification,0.3104,0.5173,,Shack interior
qwen_vl,5d4bf15fcf0b3a0f3f356684,as,Q2,bathroom/toilet,stone sink,correct,0.4514,0.5734,,Stone sink
qwen_vl,5d4bef76cf0b3a0f3f3534be,as,Q2,bathroom/toilet,shack,misclassification,0.369,0.5047,,Shack
qwen_vl,5d4bdf07cf0b3a0f3f336fe7,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bf31bcf0b3a0f3f35980c,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5f8e3033d7a21dbc0bb18981,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bf313cf0b3a0f3f359734,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be8c8cf0b3a0f3f347662,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be775cf0b3a0f3f3457a2,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5ec4f7d9f0611d7ddd7409b1,as,Q2,bathroom/toilet,paint buckets,misclassification,0.2878,0.5011,,Paint buckets
qwen_vl,5d4be9fccf0b3a0f3f349946,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be388cf0b3a0f3f33e745,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bedd6cf0b3a0f3f3505a4,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4becf5cf0b3a0f3f34ec44,as,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bf171cf0b3a0f3f356828,as,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4beddacf0b3a0f3f35061c,as,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bf289cf0b3a0f3f3586c4,as,Q3,bathroom/toilet,abandoned room,misclassification,0.3358,0.5504,,Abandoned room
qwen_vl,5d4bf2e8cf0b3a0f3f359232,as,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bf143cf0b3a0f3f356416,as,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bf2dacf0b3a0f3f359078,as,Q3,bathroom/toilet,farmland,misclassification,0.1686,0.501,,Farmland
qwen_vl,5d4bf184cf0b3a0f3f356a58,as,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bee9acf0b3a0f3f351b26,as,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be2dacf0b3a0f3f33d64d,as,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be1abcf0b3a0f3f33b72f,as,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be630cf0b3a0f3f34337d,as,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bf136cf0b3a0f3f356298,as,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be6b2cf0b3a0f3f34423a,as,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4f7def0611d7ddd7409da,as,Q3,bathroom/toilet,woman standing in doorway of a brick building,misclassification,0.1138,0.5054,,Woman standing in doorway of a brick building.
qwen_vl,5d4be9cbcf0b3a0f3f349498,as,Q3,bathroom/toilet,bidet,misclassification,0.3766,0.5579,,Bidet
qwen_vl,5d4be769cf0b3a0f3f34564e,as,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be0e6cf0b3a0f3f33a153,as,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be6ddcf0b3a0f3f344742,as,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be705cf0b3a0f3f344bfa,as,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be712cf0b3a0f3f344d7c,as,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be2aecf0b3a0f3f33d1e3,as,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bf40fcf0b3a0f3f35afea,as,Q3,bathroom/toilet,laundry room,correct,0.4918,0.5353,,Laundry room
qwen_vl,5d4be71bcf0b3a0f3f344e82,as,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bf066cf0b3a0f3f354db8,as,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4beb93cf0b3a0f3f34c7be,as,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be703cf0b3a0f3f344ba6,as,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bee83cf0b3a0f3f351876,as,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be191cf0b3a0f3f33b41b,as,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be365cf0b3a0f3f33e34f,as,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bf14bcf0b3a0f3f35650a,as,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bedcdcf0b3a0f3f350494,as,Q4,bathroom/toilet,shower room,correct,0.6004,0.6055,,Shower room
qwen_vl,5d4bea3ccf0b3a0f3f34a0da,as,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bee8ccf0b3a0f3f351994,as,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5eded4388bd2ddf060333fce,as,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be30fcf0b3a0f3f33dab1,as,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be159cf0b3a0f3f33aea7,as,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bdfcbcf0b3a0f3f338324,as,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bf28dcf0b3a0f3f358744,as,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be64bcf0b3a0f3f34368f,as,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be05ccf0b3a0f3f33916e,as,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bdff2cf0b3a0f3f338776,as,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be654cf0b3a0f3f3437a9,as,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be44ccf0b3a0f3f33fdf8,as,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bf2f0cf0b3a0f3f35931e,as,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be061cf0b3a0f3f33920c,as,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bf17acf0b3a0f3f356928,as,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4f876f0611d7ddd740f01,as,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be054cf0b3a0f3f33907e,as,Q4,bathroom/toilet,laundry area,misclassification,0.4465,0.5219,,Laundry area
qwen_vl,5d4bef51cf0b3a0f3f35305c,as,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5ec4fabcf0611d7ddd74222d,as,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be6becf0b3a0f3f3443a6,as,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be056cf0b3a0f3f3390ba,as,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be141cf0b3a0f3f33abdd,as,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be0becf0b3a0f3f339ca1,as,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be831cf0b3a0f3f346c17,as,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bf4aacf0b3a0f3f35bfea,as,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4f963f0611d7ddd7416f2,as,Q5,bathroom/toilet,shower,correct,0.5345,0.5668,,Shower
qwen_vl,5d4be81fcf0b3a0f3f346a47,as,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be11ccf0b3a0f3f33a78f,as,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be05ecf0b3a0f3f3391a4,as,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bef5ecf0b3a0f3f3531f4,as,Q5,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bdffccf0b3a0f3f33887a,as,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be70ccf0b3a0f3f344cc0,as,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be132cf0b3a0f3f33aa2d,as,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be13acf0b3a0f3f33ab17,as,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be0eecf0b3a0f3f33a23d,as,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be0abcf0b3a0f3f339a89,as,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be058cf0b3a0f3f339106,as,Q5,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be10dcf0b3a0f3f33a5d1,as,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be987cf0b3a0f3f348ca4,as,Q5,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bf200cf0b3a0f3f35780c,am,Q1,bathroom/toilet,dirt path in a forest,misclassification,0.1801,0.5006,,Dirt path in a forest
qwen_vl,5d4bf1cccf0b3a0f3f35721a,am,Q1,bathroom/toilet,dog sleeping on ground,misclassification,0.0187,0.5006,,Dog sleeping on ground
qwen_vl,5d4bf446cf0b3a0f3f35b5b2,am,Q1,bathroom/toilet,trash dump,misclassification,0.4265,0.5106,,Trash dump
qwen_vl,5d4bf1e6cf0b3a0f3f35750c,am,Q1,bathroom/toilet,weeds,misclassification,0.2768,0.5134,,Weeds
qwen_vl,5d4bf21fcf0b3a0f3f357bbc,am,Q1,bathroom/toilet,corrugated metal structure,misclassification,-0.0259,0.5048,,corrugated metal structure
qwen_vl,5d4bdef1cf0b3a0f3f336dbb,am,Q1,bathroom/toilet,shanty house,misclassification,0.3471,0.5579,,Shanty house
qwen_vl,5d4bf1b0cf0b3a0f3f356eec,am,Q1,bathroom/toilet,toilet facilities,correct,0.7787,0.6657,,Toilet facilities
qwen_vl,5d4bf48bcf0b3a0f3f35bcec,am,Q1,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bf24fcf0b3a0f3f3580e8,am,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bf277cf0b3a0f3f358498,am,Q2,bathroom/toilet,outdoor bathroom area,correct,0.5714,0.6646,,Outdoor bathroom area
qwen_vl,5d4bdfa6cf0b3a0f3f337fd5,am,Q2,bathroom/toilet,shelter,misclassification,0.2462,0.5208,,Shelter
qwen_vl,5d4bec6acf0b3a0f3f34de4e,am,Q2,bathroom/toilet,grassland,misclassification,0.2144,0.5006,,Grassland
qwen_vl,5d4bf303cf0b3a0f3f359546,am,Q2,bathroom/toilet,dog entering a building,misclassification,0.1251,0.5024,,Dog entering a building
qwen_vl,5ec4fb82f0611d7ddd7428be,am,Q2,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bf3f8cf0b3a0f3f35add6,am,Q2,bathroom/toilet,construction site,misclassification,0.2243,0.5065,,Construction site
qwen_vl,5ec4f88df0611d7ddd740fbe,am,Q2,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4fa82f0611d7ddd742047,am,Q2,bathroom/toilet,construction site,misclassification,0.2243,0.5065,,Construction site
qwen_vl,5d4be16acf0b3a0f3f33b0a3,am,Q2,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be163cf0b3a0f3f33afc3,am,Q2,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bdfa1cf0b3a0f3f337f59,am,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5ec4fb65f0611d7ddd7427b9,am,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4fb62f0611d7ddd7427a4,am,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be14bcf0b3a0f3f33acff,am,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bebc8cf0b3a0f3f34cdd1,am,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be191cf0b3a0f3f33b42b,am,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5ec4f763f0611d7ddd7405a3,am,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bdebfcf0b3a0f3f336827,am,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5ec4fb3bf0611d7ddd742663,am,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be19acf0b3a0f3f33b531,am,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be1a3cf0b3a0f3f33b643,am,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be542cf0b3a0f3f341998,am,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be3bfcf0b3a0f3f33ed97,am,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be3c6cf0b3a0f3f33ee71,am,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bde56cf0b3a0f3f335ef5,am,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be425cf0b3a0f3f33f95e,am,Q3,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5fa3e8050593f5399850e853,am,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be062cf0b3a0f3f339216,am,Q3,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5f80bbe72d35623719a53617,am,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bef8ccf0b3a0f3f353744,am,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4befa5cf0b3a0f3f35391e,am,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bef87cf0b3a0f3f3536a8,am,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be1a5cf0b3a0f3f33b669,am,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bed24cf0b3a0f3f34f152,am,Q4,bathroom/toilet,bathtub,correct,0.5607,0.6963,,Bathtub
qwen_vl,5ec4fb69f0611d7ddd7427e4,am,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5ec4fb78f0611d7ddd742860,am,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4fb0af0611d7ddd7424c7,am,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5f4f86dbdb46f88c063ec02c,am,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5f17731e9607c1941974c2ca,am,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5ec4f944f0611d7ddd7415de,am,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be3f7cf0b3a0f3f33f425,am,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bef9ecf0b3a0f3f353858,am,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5ec4fb26f0611d7ddd7425ae,am,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be53ccf0b3a0f3f3418e6,am,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bed35cf0b3a0f3f34f2f8,am,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,bathroom
qwen_vl,5d4be4eacf0b3a0f3f340f6c,am,Q4,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5f31d2eb1d4eb5430bcac359,am,Q4,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be1c3cf0b3a0f3f33b973,am,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4bdf53cf0b3a0f3f337789,am,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be3cdcf0b3a0f3f33ef49,am,Q5,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4be3dbcf0b3a0f3f33f0eb,am,Q5,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
qwen_vl,5d4bde5ecf0b3a0f3f335fb9,am,Q5,bathroom/toilet,bathroom,correct,0.8715,0.6848,,Bathroom
qwen_vl,5d4be209cf0b3a0f3f33c063,am,Q5,bathroom/toilet,toilet,correct,0.882,0.6568,,Toilet
